date,srcid,destid,transactions
19-01-2023,1,3,20
19-01-2023,2,3,19
19-01-2023,2,4,18
19-01-2023,3,4,27
20-01-2023,1,2,16
20-01-2023,1,3,36
20-01-2023,2,3,6
20-01-2023,2,4,32
20-01-2023,3,4,19
21-01-2023,1,2,5
21-01-2023,1,3,30
21-01-2023,2,3,14
21-01-2023,2,4,47
21-01-2023,3,4,23
22-01-2023,1,2,37
22-01-2023,1,3,23
22-01-2023,2,3,35
22-01-2023,2,4,50
22-01-2023,3,4,27
23-01-2023,1,2,35
23-01-2023,1,3,26
23-01-2023,2,3,8
23-01-2023,2,4,47
23-01-2023,3,4,43
24-01-2023,1,2,47
24-01-2023,1,3,18
24-01-2023,2,3,30
24-01-2023,2,4,28
24-01-2023,3,4,38
25-01-2023,1,2,27
25-01-2023,1,3,21
25-01-2023,2,3,18
25-01-2023,2,4,47
25-01-2023,3,4,35
26-01-2023,1,2,24
26-01-2023,1,3,36
26-01-2023,2,3,8
26-01-2023,2,4,18
26-01-2023,3,4,26
27-01-2023,1,2,20
27-01-2023,1,3,44
27-01-2023,2,3,33
27-01-2023,2,4,33
27-01-2023,3,4,5
28-01-2023,1,2,11
28-01-2023,1,3,15
28-01-2023,2,3,24
28-01-2023,2,4,11
28-01-2023,3,4,40
29-01-2023,1,2,50
29-01-2023,1,3,48
29-01-2023,2,3,38
29-01-2023,2,4,35
29-01-2023,3,4,12
30-01-2023,1,2,20
30-01-2023,1,3,12
30-01-2023,2,3,39
30-01-2023,2,4,45
30-01-2023,3,4,6
31-01-2023,1,2,25
31-01-2023,1,3,40
31-01-2023,2,3,37
31-01-2023,2,4,36
31-01-2023,3,4,50
01-02-2023,1,2,25
01-02-2023,1,3,32
01-02-2023,2,3,27
01-02-2023,2,4,27
01-02-2023,3,4,33
02-02-2023,1,2,31
02-02-2023,1,3,18
02-02-2023,2,3,47
02-02-2023,2,4,38
02-02-2023,3,4,30
03-02-2023,1,2,20
03-02-2023,1,3,22
03-02-2023,2,3,34
03-02-2023,2,4,30
03-02-2023,3,4,35
04-02-2023,1,2,14
04-02-2023,1,3,22
04-02-2023,2,3,16
04-02-2023,2,4,23
04-02-2023,3,4,24
05-02-2023,1,2,24
05-02-2023,1,3,16
05-02-2023,2,3,40
05-02-2023,2,4,31
05-02-2023,3,4,46
06-02-2023,1,2,45
06-02-2023,1,3,23
06-02-2023,2,3,49
06-02-2023,2,4,44
06-02-2023,3,4,18
07-02-2023,1,2,12
07-02-2023,1,3,25
07-02-2023,2,3,11
07-02-2023,2,4,40
07-02-2023,3,4,15
08-02-2023,1,2,35
08-02-2023,1,3,40
08-02-2023,2,3,14
08-02-2023,2,4,27
08-02-2023,3,4,36
09-02-2023,1,2,45
09-02-2023,1,3,42
09-02-2023,2,3,15
09-02-2023,2,4,29
09-02-2023,3,4,43
10-02-2023,1,2,29
10-02-2023,1,3,50
10-02-2023,2,3,41
10-02-2023,2,4,45
10-02-2023,3,4,11
11-02-2023,1,2,14
11-02-2023,1,3,28
11-02-2023,2,3,43
11-02-2023,2,4,37
11-02-2023,3,4,18
12-02-2023,1,2,36
12-02-2023,1,3,49
12-02-2023,2,3,38
12-02-2023,2,4,33
12-02-2023,3,4,11
13-02-2023,1,2,48
13-02-2023,1,3,5
13-02-2023,2,3,40
13-02-2023,2,4,14
13-02-2023,3,4,47
14-02-2023,1,2,39
14-02-2023,1,3,12
14-02-2023,2,3,43
14-02-2023,2,4,35
14-02-2023,3,4,8
15-02-2023,1,2,11
15-02-2023,1,3,25
15-02-2023,2,3,30
15-02-2023,2,4,17
15-02-2023,3,4,10
16-02-2023,1,2,42
16-02-2023,1,3,40
16-02-2023,2,3,50
16-02-2023,2,4,23
16-02-2023,3,4,36
17-02-2023,1,2,5
17-02-2023,1,3,25
17-02-2023,2,3,21
17-02-2023,2,4,25
17-02-2023,3,4,40
18-02-2023,1,2,18
18-02-2023,1,3,43
18-02-2023,2,3,31
18-02-2023,2,4,22
18-02-2023,3,4,42
19-02-2023,1,2,41
19-02-2023,1,3,34
19-02-2023,2,3,33
19-02-2023,2,4,7
19-02-2023,3,4,45
20-02-2023,1,2,7
20-02-2023,1,3,11
20-02-2023,2,3,49
20-02-2023,2,4,7
20-02-2023,3,4,31
21-02-2023,1,2,9
21-02-2023,1,3,33
21-02-2023,2,3,30
21-02-2023,2,4,49
21-02-2023,3,4,48
22-02-2023,1,2,26
22-02-2023,1,3,20
22-02-2023,2,3,19
22-02-2023,2,4,22
22-02-2023,3,4,45
23-02-2023,1,2,24
23-02-2023,1,3,18
23-02-2023,2,3,34
23-02-2023,2,4,24
23-02-2023,3,4,33
24-02-2023,1,2,49
24-02-2023,1,3,7
24-02-2023,2,3,19
24-02-2023,2,4,22
24-02-2023,3,4,14
25-02-2023,1,2,16
25-02-2023,1,3,25
25-02-2023,2,3,9
25-02-2023,2,4,45
25-02-2023,3,4,11
26-02-2023,1,2,36
26-02-2023,1,3,21
26-02-2023,2,3,11
26-02-2023,2,4,44
26-02-2023,3,4,48
27-02-2023,1,2,19
27-02-2023,1,3,25
27-02-2023,2,3,15
27-02-2023,2,4,28
27-02-2023,3,4,45
28-02-2023,1,2,40
28-02-2023,1,3,40
28-02-2023,2,3,34
28-02-2023,2,4,46
28-02-2023,3,4,49
01-03-2023,1,2,10
01-03-2023,1,3,17
01-03-2023,2,3,43
01-03-2023,2,4,14
01-03-2023,3,4,6
02-03-2023,1,2,46
02-03-2023,1,3,10
02-03-2023,2,3,15
02-03-2023,2,4,26
02-03-2023,3,4,13
03-03-2023,1,2,31
03-03-2023,1,3,7
03-03-2023,2,3,32
03-03-2023,2,4,45
03-03-2023,3,4,47
04-03-2023,1,2,29
04-03-2023,1,3,42
04-03-2023,2,3,37
04-03-2023,2,4,31
04-03-2023,3,4,15
05-03-2023,1,2,47
05-03-2023,1,3,44
05-03-2023,2,3,28
05-03-2023,2,4,31
05-03-2023,3,4,49
06-03-2023,1,2,21
06-03-2023,1,3,28
06-03-2023,2,3,31
06-03-2023,2,4,44
06-03-2023,3,4,36
07-03-2023,1,2,7
07-03-2023,1,3,14
07-03-2023,2,3,12
07-03-2023,2,4,47
07-03-2023,3,4,39
08-03-2023,1,2,42
08-03-2023,1,3,14
08-03-2023,2,3,11
08-03-2023,2,4,49
08-03-2023,3,4,46
09-03-2023,1,2,48
09-03-2023,1,3,35
09-03-2023,2,3,25
09-03-2023,2,4,25
09-03-2023,3,4,12
10-03-2023,1,2,38
10-03-2023,1,3,49
10-03-2023,2,3,50
10-03-2023,2,4,45
10-03-2023,3,4,38
11-03-2023,1,2,17
11-03-2023,1,3,20
11-03-2023,2,3,9
11-03-2023,2,4,9
11-03-2023,3,4,10
12-03-2023,1,2,14
12-03-2023,1,3,26
12-03-2023,2,3,50
12-03-2023,2,4,39
12-03-2023,3,4,15
13-03-2023,1,2,41
13-03-2023,1,3,44
13-03-2023,2,3,21
13-03-2023,2,4,48
13-03-2023,3,4,33
14-03-2023,1,2,31
14-03-2023,1,3,10
14-03-2023,2,3,50
14-03-2023,2,4,40
14-03-2023,3,4,35
15-03-2023,1,2,33
15-03-2023,1,3,35
15-03-2023,2,3,20
15-03-2023,2,4,25
15-03-2023,3,4,28
16-03-2023,1,2,41
16-03-2023,1,3,5
16-03-2023,2,3,5
16-03-2023,2,4,35
16-03-2023,3,4,31
17-03-2023,1,2,42
17-03-2023,1,3,32
17-03-2023,2,3,5
17-03-2023,2,4,48
17-03-2023,3,4,49
18-03-2023,1,2,19
18-03-2023,1,3,7
18-03-2023,2,3,50
18-03-2023,2,4,36
18-03-2023,3,4,46
19-03-2023,1,2,22
19-03-2023,1,3,31
19-03-2023,2,3,13
19-03-2023,2,4,46
19-03-2023,3,4,20
20-03-2023,1,2,35
20-03-2023,1,3,5
20-03-2023,2,3,41
20-03-2023,2,4,12
20-03-2023,3,4,9
21-03-2023,1,2,9
21-03-2023,1,3,15
21-03-2023,2,3,6
21-03-2023,2,4,11
21-03-2023,3,4,50
22-03-2023,1,2,31
22-03-2023,1,3,34
22-03-2023,2,3,29
22-03-2023,2,4,25
22-03-2023,3,4,22
23-03-2023,1,2,43
23-03-2023,1,3,19
23-03-2023,2,3,27
23-03-2023,2,4,32
23-03-2023,3,4,17
24-03-2023,1,2,9
24-03-2023,1,3,42
24-03-2023,2,3,45
24-03-2023,2,4,39
24-03-2023,3,4,35
25-03-2023,1,2,33
25-03-2023,1,3,33
25-03-2023,2,3,42
25-03-2023,2,4,24
25-03-2023,3,4,28
26-03-2023,1,2,27
26-03-2023,1,3,32
26-03-2023,2,3,12
26-03-2023,2,4,37
26-03-2023,3,4,33
27-03-2023,1,2,37
27-03-2023,1,3,19
27-03-2023,2,3,16
27-03-2023,2,4,31
27-03-2023,3,4,30
28-03-2023,1,2,28
28-03-2023,1,3,31
28-03-2023,2,3,27
28-03-2023,2,4,19
28-03-2023,3,4,37
29-03-2023,1,2,33
29-03-2023,1,3,48
29-03-2023,2,3,6
29-03-2023,2,4,10
29-03-2023,3,4,49
30-03-2023,1,2,44
30-03-2023,1,3,14
30-03-2023,2,3,13
30-03-2023,2,4,41
30-03-2023,3,4,24
31-03-2023,1,2,13
31-03-2023,1,3,29
31-03-2023,2,3,49
31-03-2023,2,4,26
31-03-2023,3,4,15
